ProbeID,GeneSymbol,EntrezGene,UniGene,Cytoband,logFC.MycEffect,MycEffect.adjustp, Control 1 , Control 2 , Control 3 , Control 4 , Myc 1 , Myc 2 , Myc 3 , Myc 4 
A_51_P341041,2600005O03Rik,72107,Mm.277084,mm|15qD1,2.38,0,6.834,7.004,6.976,7.057,9.6,9.787,9.763,10.077
A_51_P279323,Fkbp3,30795,Mm.28480,mm|12qC1,2.38,0,11.855,12.258,12.44,12.246,15.131,15.315,15.106,15.527
A_51_P231630,Zfp239,22685,Mm.249661,mm|6qF1,2.37,0,6.02,6.17,6.17,6.511,9.2,9.142,9.563,9.48
A_52_P677364,Bzw2,66912,Mm.288669,mm|12qA3,2.37,0.004,8.238,8.33,8.148,7.864,11.381,11.611,11.838,11.286
A_52_P371108,Cdc6,23834,Mm.20912,mm|11qD,2.36,0,7.054,6.853,6.976,6.942,9.569,9.491,9.769,9.982
A_51_P393958,Fbxo5,67141,Mm.197520,mm|10qA1,2.36,0.001,8.054,8.022,8.205,8.072,10.931,10.604,10.83,10.735
A_51_P213051,Htra2,64704,Mm.21880,mm|6qC3,2.36,0.002,11.828,12.047,11.95,12.127,15.162,14.429,14.785,14.912
A_51_P469449,Ung,22256,Mm.1393,mm|5qF,2.35,0,9.484,9.128,9.768,9.819,12.838,12.477,12.718,12.87
A_51_P204913,Bag2,213539,Mm.247037,mm|1qB,2.35,0,8.063,7.737,8.003,7.973,11.481,11.024,11.393,11.253
A_52_P609120,Pdxp,57028,Mm.263169,mm|15qE1,2.34,0,7.488,7.405,7.734,7.821,10.879,9.953,10.33,10.445
A_51_P244586,,NA,Mm.26479,mm|4qB3,2.34,0.005,8.333,8.011,7.374,7.583,12.016,11.165,11.426,11.848
A_51_P408227,9130017N09Rik,78906,Mm.33087,mm|10qC1,2.34,0.006,5.912,6.139,5.926,6.179,10.478,9.485,9.683,9.66
A_51_P281778,2210010C17Rik,70080,Mm.98583,mm|7qA3,2.34,0.097,6.788,6.549,6.696,6.405,9.686,9.747,9.554,9.655
A_51_P120717,Lmnb1,16906,Mm.4105,mm|18qD3,2.33,0,8.167,8.155,8.381,8.364,11.227,10.662,11.027,11.281
A_51_P326499,Chek1,12649,Mm.16753,mm|9qA4,2.33,0,6.055,6.087,6.209,6.096,8.99,8.752,8.979,9.083
A_52_P27878,E130306D19Rik,230098,Mm.331567,mm|4qB1,2.32,0,6.368,6.395,6.303,6.748,9.14,9.057,9.301,9.039
A_51_P187018,2010012C16Rik,66441,Mm.46623,mm|6qF3,2.32,0,8.37,8.309,8.511,8.187,10.933,11.007,10.846,10.783
A_51_P135092,Kif2c,73804,Mm.247651,mm|4qD2.1,2.32,0,6.451,6.549,6.577,6.715,9.517,9.171,9.597,9.502
A_52_P458229,2600005C20Rik,72462,,mm|17qA3.3,2.32,0,7.368,7.032,7.001,6.963,10.335,9.664,9.982,9.627
A_51_P438149,Mapre2,212307,Mm.132237,mm|18qA2,2.32,0.002,8.631,8.973,9.091,9.347,11.488,11.211,11.44,11.66
A_51_P246339,Rfc5,72151,Mm.27997,mm|5qF,2.31,0,10.554,10.507,10.609,10.157,12.883,13.024,13.174,13.217
A_51_P359078,2400006H24Rik,57785,Mm.371612,mm|11qB3,2.31,0,9.823,9.532,9.859,9.517,12.572,12.323,12.474,12.705
A_51_P342707,Pold2,18972,Mm.35788,mm|11qA1,2.31,0,8.598,8.972,8.896,9.218,11.04,11.189,11.492,11.558
A_51_P201532,Nup85,445007,Mm.4379,mm|11qE2,2.3,0,11.941,12.179,12.246,12.19,14.876,14.762,15.143,15.005
A_51_P337655,1700022L09Rik,66934,Mm.25410,mm|2qH1,2.28,0,7.405,7.449,7.174,7.55,10.09,10.041,10.329,10.427
A_51_P189985,Ppan,235036,Mm.2930,mm|9qA3,2.28,0,12.079,11.586,11.14,11.099,14.686,14.284,14.477,14.67
A_51_P403243,Ccdc116,76872,Mm.101656,mm|16qA3,2.27,0,5.687,5.989,5.756,5.903,8.907,8.578,9.135,8.914
A_51_P101879,Ppid,67738,Mm.295252,mm|3qE3,2.27,0,11.881,11.933,12.438,12.275,13.688,13.726,14.101,14.026
A_51_P304125,Slc29a2,13340,Mm.4930,mm|19qA,2.27,0,6.788,6.618,6.776,7.077,10.107,9.476,9.943,9.655
A_51_P437737,Dhodh,56749,Mm.23894,mm|8qD3,2.27,0,9.541,9.567,9.733,9.571,11.941,12.037,12.307,12.497
A_51_P154513,Il17d,239114,Mm.390726,mm|14qC3,2.27,0.012,6.859,7.083,7.001,6.97,10.117,9.776,9.86,9.4
A_52_P324336,Hmgb1,15289,Mm.313345,mm|5qG3,2.26,0,11.668,11.874,11.984,11.873,14.508,14.312,14.594,14.673
A_51_P217778,Aspm,12316,Mm.168523,mm|1qF,2.25,0,7.197,6.527,6.473,6.493,9.607,8.951,9.516,9.492
A_51_P397673,Pcsk9,100102,Mm.133268,mm|4qC7,2.25,0.037,11.045,11.2,10.643,10.492,12.78,12.966,12.979,12.621
A_51_P424256,,NA,Mm.202606,mm|13qD1,2.24,0,12.316,11.971,12.021,12.164,14.785,14.814,15.121,15.099
A_52_P135398,,NA,,mm|1qH2.3,2.24,0,9.202,8.968,9.239,9.235,12.117,11.846,12.183,12.009
A_52_P381303,4833427B12Rik,272551,Mm.275910,mm|8qE1,2.24,0.001,7.934,7.783,8.157,8.064,11.119,11.309,11.38,11.626
A_51_P201137,Lbr,98386,Mm.4538,mm|1qH5,2.23,0,9.921,8.982,9.485,9.514,11.988,11.688,11.919,11.941
A_51_P256439,Pus7,78697,Mm.58660,mm|5qA3,2.23,0,9.806,9.397,9.489,9.416,12.685,11.972,12.031,12.161
A_51_P162471,Dnajc9,108671,Mm.2871,mm|14qA2,2.22,0,10.767,10.943,10.998,11.246,13.595,13.256,13.633,13.651
A_52_P27020,Sgol2,68549,Mm.32800,mm|1qC1.3,2.22,0,6.088,6.087,6.035,6.493,9.248,8.544,9.065,9.222
A_52_P655925,Sfmbt2,353282,Mm.329991,mm|2qA1,2.22,0,6.186,6.297,6.314,6.244,11.354,10.612,10.788,11.026
A_51_P125355,Maoa,17161,Mm.21108,mm|XqA1.2,2.22,0.001,8.967,8.978,9.46,9.222,12.105,12.196,12.375,12.437
A_52_P595663,D2Ertd750e,51944,Mm.252695,mm|2qE5,2.22,0.002,6.507,6.572,6.711,6.724,9.065,9.478,9.413,9.581
A_51_P158876,2410015N17Rik,66422,Mm.29898,mm|7qF3,2.21,0.001,13.085,13.097,13.1,13.103,15.854,15.479,15.727,15.666
A_52_P190745,Gemin6,67242,Mm.279985,mm|17qE3,2.21,0.024,8.229,8.354,8.473,8.425,10.184,10.683,11.06,10.713
A_52_P463109,Nolc1,70769,Mm.78861,mm|19qC3,2.21,0.049,10.618,10.267,9.513,9.407,13.208,12.585,12.739,12.352
A_52_P436094,Psph,100678,Mm.271784,mm|5qG1.3,2.2,0.001,9.638,9.228,9.956,9.544,12.773,13.085,13.337,13.093
A_52_P88878,Nope,56741,Mm.209041,mm|9qC,2.19,0,5.877,5.946,5.883,5.968,9.888,9.55,9.884,9.927
A_51_P437538,LOC331392,331392,Mm.23126,mm|XqA1.3,2.19,0,10.502,10.384,10.417,10.239,12.268,12.563,12.4,12.426
A_52_P372165,Rpsa,16785,Mm.4071,mm|9qF4,2.19,0.015,7.101,7.237,7.229,7.501,9.709,9.257,9.666,9.501
A_52_P157880,Gm1947,384929,,mm|XqF4,2.19,0.02,8.516,8.736,8.148,7.681,11.371,11.276,11.45,10.948
A_51_P200134,Snrpg,68011,Mm.276802,mm|6qD1,2.18,0,12.673,12.516,12.414,12.267,15.572,15.349,15.241,15.431
A_51_P262670,Rbm38,56190,Mm.3865,mm|2qH3,2.18,0,6.666,6.83,6.644,6.993,9.623,9.091,9.429,9.295
A_52_P43994,Hspbap1,66667,Mm.45272,mm|16qB3,2.18,0,9.816,9.691,9.506,9.552,12.506,12.201,12.127,11.883
A_51_P245275,H2afx,15270,Mm.245931,mm|9qA5.2,2.18,0.001,11.519,11.144,11.155,10.738,14.149,13.829,14.129,14.196
A_51_P485542,Ctps2,55936,Mm.2065,mm|XqF5,2.18,0.01,11.09,10.978,10.56,10.449,14.449,14.361,14.406,14.675
A_52_P488623,B230112C05Rik,320557,Mm.430754,mm|13qD1,2.18,0.046,5.759,5.766,5.845,5.903,9.19,8.835,8.832,9.012
A_51_P202074,2810406C15Rik,68298,Mm.257590,mm|6qF2,2.17,0,9.412,9.125,9.396,9.527,12.068,11.709,12.472,12.422
A_52_P513123,Dna2l,327762,Mm.21492,mm|10qB4,2.17,0,9.408,9.242,9.009,9.202,11.258,11.022,11.356,11.461
A_51_P473576,Apex1,11792,Mm.203,mm|14qC1,2.17,0.001,10.71,11.446,11.142,11.133,13.517,13.573,13.932,13.585
A_52_P468268,H2afz,51788,Mm.117541,mm|3qH1,2.17,0.028,12.08,12.295,12.516,12.289,14.821,15.26,15.198,15.341
A_51_P285323,6720463M24Rik,77744,Mm.23503,mm|14qE2.1,2.16,0,6.811,6.803,6.915,6.8,9.651,9.239,9.592,9.676
A_51_P206616,Cdc7,12545,Mm.20842,mm|5qE5,2.16,0,6.153,6.204,6.28,6.493,9.055,8.812,8.997,8.911
A_51_P264527,B230317C12Rik,56279,Mm.279863,mm|2qA3,2.16,0.002,6.563,6.718,6.976,6.866,9.571,9.262,9.329,9.182
A_51_P359303,2610528E23Rik,66497,Mm.425976,mm|16qC1.1,2.15,0,10.109,9.886,10.214,10.059,12.7,12.337,12.797,12.701
A_51_P470242,Rasl2-9,19428,Mm.322186,mm|7qA1,2.15,0,12.302,12.404,12.107,12.011,15.464,15.601,15.841,15.756
A_51_P452189,Lyar,17089,Mm.28560,mm|5qB3,2.15,0,10.167,10.092,10.041,10.09,12.907,12.53,12.906,12.55
A_51_P279575,Cdc25c,12532,Mm.286602,mm|18qB1,2.15,0.001,6.02,6.139,6.255,6.323,8.535,8.554,9.074,9.169
A_51_P472488,2610024G14Rik,56412,Mm.129136,mm|5qD,2.14,0,9.747,9.898,10.247,9.969,11.917,11.954,12.204,12.206
A_51_P401451,Cdc45l,12544,Mm.1248,mm|16qA3,2.14,0,6.337,6.491,6.608,6.544,8.722,9.223,9.519,9.516
A_51_P351363,Tyms-ps,22172,Mm.391420,mm|10qC1,2.14,0.001,8.886,9.071,8.984,9.069,11.216,11.155,11.417,11.326
A_51_P496751,Nol5,55989,Mm.220367,mm|1qC2,2.13,0,10.76,10.634,10.613,10.078,13.359,13.344,13.439,13.559
A_51_P437559,Timeless,21853,Mm.6458,mm|10qD3,2.13,0,6.988,6.995,7.237,7.177,9.54,9.557,9.778,9.986
A_51_P131800,Cyba,13057,Mm.271671,mm|8qE1,2.13,0.039,8.618,8.78,8.677,8.787,12.962,12.698,12.923,13.345
A_51_P164203,Nme4,56520,Mm.41787,mm|17qA3.3,2.13,0.066,8.549,8.51,8.386,9.798,11.617,11.595,11.334,11.222
A_51_P314418,Blm,12144,Mm.12932,mm|7qD2,2.12,0,8.268,8.103,8.298,8.516,11.071,10.502,10.852,10.823
A_51_P196973,Chaf1a,27221,Mm.391010,mm|17qC,2.12,0,7.856,7.808,7.751,7.929,10.54,10.244,10.666,10.416
A_51_P342126,4922503N01Rik,230603,Mm.33091,mm|4qC7,2.12,0,8.708,8.821,8.217,8.288,11.289,11.719,11.595,11.597
A_51_P202911,2810022L02Rik,67198,Mm.159989,mm|1qC1.3,2.11,0,7.179,7.881,7.601,7.875,11.104,11.376,11.037,11.334
A_51_P396351,Pcna,18538,Mm.7141,mm|2qF2,2.11,0.001,11.439,11.684,11.642,11.743,14.07,14.042,14.364,14.539
A_51_P113003,Cenpq,83815,Mm.9870,mm|17qB1,2.11,0.004,8.392,8.452,8.938,8.848,10.43,10.752,11.084,11.028
A_51_P249544,2410004L22Rik,76478,Mm.27355,mm|8qB3.3,2.1,0,8.525,8.728,9.136,9.123,11.937,11.783,11.863,12.306
A_51_P437176,Trim47,217333,Mm.347770,mm|11qE2,2.1,0,10.417,10.529,10.735,10.767,14.304,13.818,14.213,14.138
A_52_P480360,Dut,110074,Mm.282499,mm|2qF1,2.1,0,9.342,9.182,9.371,9.328,12.143,12,12.157,12.36
A_51_P234303,Rpa2,19891,Mm.2870,mm|4qD2.3,2.09,0,9.185,9.575,9.462,9.675,12.047,11.969,12.227,12.195
A_51_P208355,Mcm8,66634,Mm.157070,mm|2qF2,2.08,0,7.934,7.863,8.268,8.156,10.16,10.186,10.096,10.601
A_51_P154983,Zfp296,63872,Mm.23310,mm|7qA2,2.08,0,7.384,7.099,7.665,7.513,10.29,9.828,9.807,9.938
A_52_P164709,Wdr51a,70235,Mm.23054,mm|9qF1,2.08,0,8.414,8.36,8.285,8.386,11.107,10.637,11.055,11.028
A_51_P518488,Atpif1,11983,Mm.2171,mm|4qD2.3,2.08,0.058,12.827,12.807,12.778,12.554,16.313,15.875,15.849,15.885
A_51_P475672,,NA,Mm.275489,mm|5qG3,2.07,0,6.217,6.204,6.255,6.153,9.867,9.066,9.311,9.206
A_52_P502771,E130016E03Rik,623474,Mm.249437,mm|4qA1,2.07,0,7.624,7.531,7.46,7.483,10.066,9.817,9.95,10.257
A_52_P76034,Rcc2,108911,Mm.253,mm|4qE1,2.07,0,10.84,10.477,10.671,10.465,13.708,13.864,13.829,13.85
A_51_P182257,1700019N12Rik,67077,Mm.251306,mm|19qA,2.07,0,6.246,6.104,6.653,6.532,7.899,8.173,8.304,8.247
A_51_P165098,Gga2,74105,Mm.29619,mm|7qF2,2.07,0.002,9.733,9.993,9.81,9.695,13.17,12.429,13.044,12.773
A_52_P149864,Hmgn2,15331,Mm.319660,mm|4qD3,2.07,0.002,12.161,12.087,11.57,11.836,15.099,14.828,15.01,14.849
A_52_P75348,Ccdc99,70385,Mm.194368,mm|11qA4,2.07,0.042,6.478,6.453,6.52,6.629,9.218,9.12,9.348,9.315
A_51_P257885,Mmd2,75104,Mm.48712,mm|5qG2,2.06,0.012,8.463,8.172,7.881,8.354,10.21,9.774,10.581,10.5
A_51_P265660,Smc2,14211,Mm.2999,mm|4qB2,2.05,0,7.179,6.951,7.037,7.101,9.274,9.309,9.451,9.613
A_51_P315754,2810028N01Rik,72662,Mm.163339,mm|14qE2.1,2.05,0,8.678,9.118,8.984,8.92,11.492,11.503,11.788,11.874
A_52_P234354,Hic2,58180,Mm.261602,mm|16qA3,2.05,0.004,7.912,7.737,8.021,7.853,11.034,10.412,10.266,10.709
A_51_P291347,Odc1,18263,Mm.34102,mm|12qA1.2,2.05,0.005,12.975,13.572,13.491,13.552,15.73,16.052,16.468,16.41
A_51_P455997,Gtl2,17263,Mm.289645,mm|12qF1,2.05,0.039,7.022,7.004,7.304,7.394,9.808,10.708,10.039,10.152
A_52_P431872,2810422B04Rik,69956,Mm.30256,mm|6qC1,2.04,0,12.878,13.042,13.002,12.874,14.891,15.063,15.28,15.351
A_51_P199927,Rcc1,100088,Mm.255045,mm|4qD2.3,2.04,0,8.573,8.472,8.536,8.559,11.638,11.32,11.416,10.463
A_52_P149336,Mphosph1,240641,Mm.278471,mm|19qC2,2.04,0.001,6.088,6.104,6.231,6.096,8.526,8.574,8.859,8.763
A_52_P532880,,NA,,mm|15qF3,2.04,0.001,9.447,9.222,9.152,9.142,11.812,11.673,12.221,11.982
A_51_P249051,Pycr2,69051,Mm.274180,mm|1qH4,2.03,0.01,11.058,11.124,11.096,10.995,14.218,13.696,13.383,13.823
A_52_P624168,Atad2,70472,Mm.221758,mm|15qD1,2.02,0,7.902,7.601,7.847,7.883,10.451,9.91,9.919,9.991
A_52_P511798,Baiap2l2,207495,Mm.309647,mm|15qE1,2.02,0,6.217,6.325,5.906,6.207,9.175,9.109,9.425,9.397
A_51_P269687,Pole2,18974,Mm.9199,mm|12qC2,2.02,0,6.641,6.681,6.855,6.764,8.648,9.278,9.348,9.496
A_51_P275808,Trim59,66949,Mm.176695,mm|3qE1,2.02,0,6.305,6.067,6.132,6.232,8.656,8.511,8.751,9.091
A_51_P229403,2210415F13Rik,70163,Mm.24119,mm|11qB1.3,2.02,0.008,6.186,6.05,5.926,6.232,8.666,8.892,9.409,8.726
A_51_P292116,Ica1,15893,Mm.275683,mm|6qA1,2.01,0.001,7.171,7.912,7.964,8.176,10.936,11.172,10.191,11.049
A_51_P466162,C1qbp,12261,Mm.30049,mm|11qB4,2.01,0.002,14.056,13.959,13.831,13.834,16.066,16.153,16.594,16.324
A_51_P160284,Tcof1,21453,Mm.2215,mm|18qE1,2.01,0.095,9.556,9.091,8.979,8.799,12.474,11.318,11.651,11.023
A_51_P424810,Luzp5,76044,Mm.21516,mm|12qF2,2,0,7.791,7.624,7.728,7.821,10.212,9.611,10.088,10.19
A_52_P278085,Pabpc4,230721,Mm.277091,mm|4qD2.2,2,0,10.995,10.689,10.755,11.075,13.781,13.444,13.883,13.899
A_51_P464300,Gdf1,14559,Mm.258280,mm|8qB3.3,2,0,7.746,7.385,7.611,7.525,10.951,10.564,10.633,10.891
A_52_P44994,Siah1b,20438,Mm.37215,mm|XqF5,2,0,8.268,8.269,8.275,8.217,11.129,10.348,10.669,10.615
A_51_P296905,Ppat,231327,Mm.202337,mm|5qC3.3,2,0,9.393,9.19,9.155,9.417,11.428,11.072,11.398,11.186
A_52_P502684,Fen1,14156,Mm.2952,mm|19qA,2,0.001,8.788,9.109,8.811,9.208,11.594,11.42,11.698,11.449
A_51_P151586,Gsg2,14841,Mm.42045,mm|11qB4,2,0.001,6.871,6.978,6.813,6.731,9.937,8.954,9.199,9.098
A_52_P55661,Slc5a6,330064,Mm.205463,mm|5qB1,2,0.001,9.445,9.295,9.667,10.153,11.503,11.463,11.945,11.682
A_51_P282706,Hspd1,15510,Mm.378944,mm|1qC1.2,2,0.007,15.579,15.494,15.473,15.473,17.901,17.409,17.56,17.581
A_52_P435561,Atad4,217138,Mm.342551,mm|11qD,2,0.011,6.337,6.738,6.371,6.552,10.124,9.78,9.881,10.104
A_52_P313813,Nola2,52530,Mm.28203,mm|11qB1.3,1.99,0,11.939,11.985,12.02,11.99,14.766,14.818,14.873,14.883
A_51_P288162,Ddx39,68278,Mm.28222,mm|8qC2,1.99,0,10.995,11.188,10.982,10.662,13.673,13.727,13.896,13.957
A_51_P314277,Parp1,11545,Mm.277779,mm|1qH4,1.99,0.001,10.822,11.111,10.783,11.177,12.893,12.792,13.063,13.152
A_52_P148212,C79407,217653,Mm.21144,mm|12qC1,1.99,0.001,5.856,5.859,5.942,6.032,8.227,8.405,8.704,8.734
A_52_P716675,,NA,,mm|5qG1.3,1.99,0.001,9.575,9.505,9.334,9.056,12.662,12.699,13.066,12.912
A_51_P215887,Aldh18a1,56454,Mm.233117,mm|19qC3,1.98,0,6.368,6.468,6.255,6.259,9.322,9.354,9.311,9.291
A_51_P411770,Nip7,66164,Mm.334789,mm|8qD3,1.98,0,11.37,11.324,11.354,10.854,14.036,13.773,13.818,13.803
A_51_P308948,1500001M20Rik,68971,Mm.24937,mm|6qE3,1.98,0.001,10.018,9.973,9.4,9.587,12.797,12.671,12.986,12.829
A_51_P249227,Ptma,19231,Mm.19187,mm|1qC5,1.98,0.001,12.706,12.901,12.695,13.083,15.102,15.266,15.587,15.592
A_52_P609024,2610036L11Rik,66311,Mm.251779,mm|10qA4,1.98,0.003,7.421,7.413,7.638,7.501,9.876,9.647,9.815,9.859
A_52_P789489,Mtm1,17772,Mm.423278,mm|XqA7.2,1.97,0,7.012,6.782,6.968,6.782,9.59,9.045,9.1,9.303
A_51_P328333,Ccnf,12449,Mm.77695,mm|17qA3.3,1.97,0,7.549,8.03,7.374,7.797,9.78,9.361,10.275,9.783
A_51_P278184,Gemin5,216766,Mm.275349,mm|11qB1.3,1.97,0,9.891,10.197,9.816,10.15,12.575,12.083,12.583,12.482
A_52_P415931,Mlf1ip,71876,Mm.22108,mm|8qB1.1,1.97,0,5.95,5.968,6.28,6.207,8.304,8.318,8.521,8.624
A_52_P668285,Plk4,20873,Mm.3794,mm|3qB,1.97,0.005,6.186,6.139,6.105,6.113,8.703,8.706,8.886,8.845
A_51_P419981,Hnrpa2b1,53379,Mm.155896,mm|6qB3,1.97,0.014,12.339,11.922,12.221,12.179,13.585,13.474,13.785,14
A_52_P399584,Ckap2l,70466,Mm.45785,mm|2qF1,1.97,0.037,6.055,6.067,5.992,6.096,8.615,8.36,8.742,8.71
A_51_P307644,Gtf3a,66596,Mm.358698,mm|5qG3,1.96,0,10.822,10.974,10.921,10.931,13.569,12.918,13.4,13.158
A_52_P82305,,NA,,mm|5qF,1.96,0,11.107,11.076,11.19,10.655,12.791,13.084,13.513,13.315
A_51_P155482,Pole,18973,Mm.35061,mm|5qF,1.96,0,8.808,8.663,8.855,8.92,11.29,10.953,11.72,11.676
A_51_P154684,Thoc4,21681,Mm.1886,mm|11qE2,1.95,0,11.662,11.894,11.763,11.964,14.435,14.293,14.395,14.398
A_52_P344910,Ran,19384,Mm.297440,mm|5qG1.3,1.95,0.006,13.261,13.515,13.661,13.525,15.756,16.29,16.307,16.227
A_52_P108447,Glis2,83396,Mm.134072,mm|16qA1,1.95,0.011,8.573,8.237,8.37,8.51,11.955,11.403,10.844,11.654
A_52_P350664,Pygb,110078,Mm.222584,mm|2qG3,1.95,0.023,7.917,8.715,8.116,8.489,11.052,10.941,10.83,10.971
A_51_P367343,RP23-336J1.4,27041,Mm.380129,mm|11qB1.3,1.94,0.001,12.249,12.158,11.874,12.149,14.472,13.924,14.397,14.036
A_51_P480233,Nmral1,67824,Mm.372705,mm|16qA1,1.94,0.001,9.692,9.637,9.69,9.475,11.725,11.61,12.255,12.178
A_51_P185175,Fkbp4,14228,Mm.12758,mm|6qF3,1.93,0,11.21,11.168,11.632,11.563,12.588,12.458,12.703,12.661
A_51_P142465,Ranbp1,19385,Mm.3752,mm|16qA3,1.93,0,11.79,11.791,11.593,11.719,14.621,14.437,14.757,14.824
A_51_P170696,Ccdc5,225745,Mm.39293,mm|18qE3,1.92,0,11.476,11.538,11.509,11.63,14.204,14.036,14.234,14.31
A_51_P269320,Adsl,11564,Mm.38151,mm|15qE1,1.92,0,9.671,10.075,10.163,10.07,12.316,11.98,12.338,12.255
A_51_P422839,Smpdl3b,100340,Mm.287187,mm|4qD2.3,1.92,0.002,6.534,6.607,6.711,6.698,8.578,9.851,9.391,9.516
A_52_P477489,Eef1d,66656,Mm.258927,mm|15qD3,1.92,0.002,6.425,6.431,6.569,6.648,8.741,8.479,8.22,8.456
A_52_P387564,,NA,Mm.391653,mm|10qC2,1.91,0,11.451,11.447,11.473,11.45,13.269,13.171,13.368,13.359
A_51_P506787,Nap1l1,53605,Mm.290407,mm|10qD1,1.91,0,9.132,9.071,9.063,9.227,11.942,11.386,11.411,11.776
A_52_P27918,C130052G03Rik,237877,Mm.89551,mm|11qB5,1.91,0,7.162,7.144,6.93,7.071,10.06,9.408,9.624,9.773
A_51_P367310,Chaf1b,110749,Mm.274222,mm|16qC4,1.91,0,8.558,8.61,8.359,8.805,11.219,11.006,11.499,11.308
A_51_P314907,Dbf4,27214,Mm.292470,mm|5qA1,1.91,0,8.277,8.176,8.126,8.162,10.739,10.504,10.763,10.659
A_52_P284814,Nup107,103468,Mm.12568,mm|10qD2,1.91,0.006,7.054,7.144,7.433,7.266,9.342,9.658,9.929,9.883
A_52_P396774,2700094K13Rik,72657,Mm.259293,mm|2qD,1.91,0.042,10.177,10.293,10.363,10.448,12.464,12.628,12.355,12.457
A_52_P564724,,NA,Mm.392831,mm|1qC2,1.9,0,7.142,6.935,6.822,6.681,9.057,8.882,9.391,9.03
A_52_P476699,Gemin4,276919,Mm.188413,mm|11qB5,1.9,0,8.8,9.049,8.699,8.796,10.857,10.736,11.21,11.079
A_51_P471672,9230116B18Rik,78245,Mm.99733,mm|2qA1,1.9,0,5.721,5.904,5.883,6.032,9.1,9.267,8.715,9.101
A_51_P193254,Snrpd1,20641,Mm.603,mm|18qA1,1.9,0,9.401,9.476,9.848,9.412,11.967,11.824,12.033,12.017
A_52_P665979,Gls,14660,Mm.244215,mm|1qC1.1,1.9,0.002,7.142,7.519,7.261,7.419,10.713,10.06,10.332,10.149
A_51_P224013,Tk1,21877,Mm.2661,mm|11qE2,1.9,0.004,11.053,10.956,10.78,11.09,12.991,12.61,12.946,12.81
A_51_P499201,Npm3,18150,Mm.1406,mm|19qC3,1.9,0.006,10.621,10.264,10.612,9.96,13.365,12.589,12.679,12.412
A_52_P619761,Set,56086,Mm.335942,mm|2qB,1.9,0.017,11.85,11.363,11.143,11.337,14.257,13.324,13.637,13.539
A_51_P258078,Nol1,110109,Mm.29203,mm|6qF2,1.89,0,11.681,11.74,11.523,11.672,14.122,13.815,13.933,13.93
A_51_P236197,Rpo1-4,20019,Mm.135581,mm|6qC1,1.89,0,10.919,10.71,10.528,10.602,13.469,12.794,13.305,13.266
A_52_P384901,Wdr43,72515,Mm.257762,mm|17qE1.3,1.89,0,9.534,9.503,9.067,9.158,11.882,11.341,11.708,11.398
A_51_P146633,Bicc1,83675,Mm.391814,mm|10qB5.3,1.89,0.003,8.803,8.894,8.543,8.696,12.507,12.333,12.607,12.468
A_51_P221510,6430514L14Rik,76886,Mm.44355,mm|9qD,1.89,0.007,6.186,6.266,5.992,6.232,9.876,8.489,9.074,9.027
A_52_P639774,Gart,14450,Mm.4505,mm|16qC4,1.88,0,8.188,8.14,8.478,8.695,10.222,10.277,10.747,10.634
A_51_P195023,Exosc2,227715,Mm.150972,mm|2qB,1.88,0,10.698,10.882,10.841,10.683,13.051,12.895,13.234,13.175
A_51_P172251,Ifrd2,15983,Mm.215335,mm|9qF1,1.88,0,11.342,11.115,11.065,11.101,12.889,12.847,12.955,13.19
A_52_P197627,Umps,22247,Mm.13145,mm|16qB3,1.88,0,8.443,8.309,8.851,8.521,10.564,10.22,10.3,10.509
A_51_P511015,Fzd9,14371,Mm.6256,mm|5qG2,1.87,0,5.836,5.989,5.96,6.019,8.532,7.912,7.763,7.644
A_52_P522157,2810026P18Rik,72655,Mm.21798,mm|9qE3.1,1.87,0,9.908,9.797,9.834,10.092,12.715,12.842,13.044,13.091
A_51_P222436,Atic,108147,Mm.38010,mm|1qC3,1.87,0,9.835,9.64,9.725,9.644,12.028,12.071,12.094,12.266
A_52_P110534,Ttk,22137,Mm.1904,mm|9qE2,1.87,0.001,5.912,6.05,6.231,6.032,7.996,8.34,8.693,8.592
A_52_P289231,,NA,,mm|1qF,1.86,0,6.666,6.572,6.791,6.681,9.565,8.702,9.033,9.078
A_51_P344878,Thop1,50492,Mm.26995,mm|10qC1,1.86,0,7.881,7.881,7.855,8.119,10.648,10.274,10.469,10.389
A_52_P649683,Sfrs7,225027,Mm.292016,mm|17qE3,1.86,0,11.532,11.355,11.189,10.843,13.377,13.241,13.276,13.383
A_52_P40212,1110019J04Rik,68512,Mm.282081,mm|4qB1,1.86,0,11.516,11.23,11.632,11.211,13.719,13.549,13.498,13.522
A_51_P300759,Ppih,66101,Mm.304080,mm|4qD2.1,1.86,0.001,10.243,10.298,10.592,10.313,12.832,12.24,12.405,12.399
A_51_P490817,Me2,107029,Mm.36817,mm|18qE2,1.86,0.002,6.641,7.519,7.121,7.057,9.958,10.104,9.824,10.422
A_51_P220317,Cdca7l,217946,Mm.281149,mm|12qF2,1.85,0,5.877,6.067,5.992,6.004,8.406,8.261,8.525,8.157
A_51_P251357,Ctps,51797,Mm.1815,mm|4qD2.2,1.85,0,10.071,10.587,10.012,10.409,13.601,13.164,13.474,13.533
A_52_P513624,,NA,,mm|4qD2.1,1.85,0.001,10.069,10.011,10.268,9.922,12.079,12.08,12.3,12.222
A_51_P155755,4933433K01Rik,194908,Mm.344651,mm|11qB1.3,1.85,0.002,7.518,7.294,7.391,8.067,10.233,9.593,9.74,9.668
